Timestamp,Elastic-VM,Logging-VM,SvcProxy-VM1,SvcProxy-VM0
04/02/2025 16:59,15.675,14.25,0.95,0.635
04/02/2025 17:00,16.33,14.025,0.86,0.57
04/02/2025 17:01,17.47,15.22,0.87,0.615
04/02/2025 17:02,21.01,19.185,0.975,0.57
04/02/2025 17:03,20.27,18.21,1.93,0.6
04/02/2025 17:04,19.915,19.115,0.79,0.655
04/02/2025 17:05,18.135,16.03,0.495,0.635
04/02/2025 17:06,18.585,14.995,0.85,1.125
04/02/2025 17:07,14.785,13.915,1.41,0.655
04/02/2025 17:08,16.795,12.885,0.63,0.53
04/02/2025 17:09,13.585,11.47,0.495,1.1
04/02/2025 17:10,16.43,11.635,0.495,5.15
04/02/2025 17:11,19.055,11.905,5.295,1.11
04/02/2025 17:12,22.43,11.13,,0.625
04/02/2025 17:13,20.87,10.56,,0.595
04/02/2025 17:14,18.41,11.565,,0.69
04/02/2025 17:15,16.455,12.765,,0.58
04/02/2025 17:16,19.445,12.59,,0.515
04/02/2025 17:17,18.745,14.07,,0.68
04/02/2025 17:18,19.705,13.36,,0.495
04/02/2025 17:19,19.275,14.12,,0.57
04/02/2025 17:20,19.72,16.865,,0.93
04/02/2025 17:21,20.41,16.99,0.56,0.495
04/02/2025 17:22,17.82,18.295,0.615,0.685
04/02/2025 17:23,17.56,14.37,0.73,0.45
04/02/2025 17:24,16.745,12.575,0.475,0.48
04/02/2025 17:25,20.235,12.28,0.485,7.67
04/02/2025 17:26,16.265,12.915,7.945,0.675
04/02/2025 17:27,14.595,11.1,0.825,0.59
04/02/2025 17:28,16.23,12.075,0.865,0.52
04/02/2025 17:29,17.005,13.91,0.46,0.49
04/02/2025 17:30,18.67,13.3,0.465,0.485
04/02/2025 17:31,16.27,12.99,0.475,0.525
04/02/2025 17:32,14.075,13.63,0.62,0.53
04/02/2025 17:33,14.8,14.22,0.6,0.585
04/02/2025 17:34,14.21,12.185,0.585,0.485
04/02/2025 17:35,14.51,11.355,0.47,0.535
04/02/2025 17:36,11.83,11.02,0.49,0.5
04/02/2025 17:37,12.105,11.52,0.675,0.49
04/02/2025 17:38,14.42,11.565,0.605,0.525
04/02/2025 17:39,10.34,10.605,0.585,0.485
04/02/2025 17:40,10.975,11.045,0.465,5.05
04/02/2025 17:41,11.03,10.76,5.43,0.625
04/02/2025 17:42,14.525,12.405,0.765,0.485
04/02/2025 17:43,13.21,12.65,0.675,0.53
04/02/2025 17:44,11.78,12.005,3.56,2.72
04/02/2025 17:45,12.375,10.775,0.525,0.52
04/02/2025 17:46,13.31,11.225,0.495,0.51
04/02/2025 17:47,12.85,11.9,0.775,0.46
04/02/2025 17:48,14.595,11.1,0.755,0.54
04/02/2025 17:49,11.445,10.825,2.6,0.485
04/02/2025 17:50,13.715,10.67,2.315,0.475
04/02/2025 17:51,15.195,11.25,1.8,0.55
04/02/2025 17:52,13.48,11.675,0.615,0.55
04/02/2025 17:53,12.175,10.715,0.725,0.54
04/02/2025 17:54,10.89,10.365,0.48,0.99
04/02/2025 17:55,10.92,10.595,0.47,10.74
04/02/2025 17:56,12.21,11.04,7.82,2.445
04/02/2025 17:57,13.51,11.24,0.84,0.505
04/02/2025 17:58,13.845,11.75,0.795,0.52
04/02/2025 17:59,12.685,10.085,0.47,0.48
04/02/2025 18:00,14.325,11.355,0.47,0.465
04/02/2025 18:01,13.34,13.03,0.795,0.45
04/02/2025 18:02,15.92,15.42,0.59,0.44
04/02/2025 18:03,14.225,12.725,0.73,0.575
04/02/2025 18:04,14.65,14.5,0.485,0.48
04/02/2025 18:05,16.445,14.12,0.48,0.475
04/02/2025 18:06,14.24,10.7,0.61,0.555
04/02/2025 18:07,13.055,10.87,0.59,0.445
04/02/2025 18:08,13.8,11.675,0.685,0.52
04/02/2025 18:09,11.48,10.415,0.465,0.475
04/02/2025 18:10,13.0,10.18,0.475,5.115
04/02/2025 18:11,15.07,10.75,6.935,0.555
04/02/2025 18:12,13.25,9.74,0.735,0.445
04/02/2025 18:13,14.275,9.91,1.0,0.67
04/02/2025 18:14,11.46,10.905,2.895,0.475
04/02/2025 18:15,13.475,9.905,1.905,0.57
04/02/2025 18:16,13.57,9.19,0.775,0.44
04/02/2025 18:17,12.095,10.485,0.625,0.435
04/02/2025 18:18,13.875,10.465,0.855,0.465
04/02/2025 18:19,11.945,10.565,0.485,0.505
04/02/2025 18:20,14.22,10.125,0.485,0.46
04/02/2025 18:21,12.285,9.25,0.64,0.555
04/02/2025 18:22,10.71,9.73,0.615,0.515
04/02/2025 18:23,11.49,10.615,0.72,0.545
04/02/2025 18:24,10.345,9.855,0.485,0.475
04/02/2025 18:25,10.585,9.625,0.485,7.495
04/02/2025 18:26,13.345,9.6,7.655,0.615
04/02/2025 18:27,12.84,10.6,0.73,0.49
04/02/2025 18:28,14.905,9.95,0.99,0.475
04/02/2025 18:29,14.885,10.75,0.49,0.575
04/02/2025 18:30,15.01,9.675,0.5,0.52
04/02/2025 18:31,14.395,10.69,0.64,0.475
04/02/2025 18:32,16.395,10.965,0.895,0.435
04/02/2025 18:33,23.67,9.81,0.85,0.575
04/02/2025 18:34,11.765,9.495,0.59,0.515
04/02/2025 18:35,11.62,10.14,0.495,0.485
04/02/2025 18:36,16.48,10.105,0.51,0.575
04/02/2025 18:37,16.08,10.095,0.625,0.435
04/02/2025 18:38,11.225,9.605,0.705,0.58
04/02/2025 18:39,10.055,9.425,0.565,0.485
04/02/2025 18:40,10.16,10.305,0.765,5.06
04/02/2025 18:41,12.16,10.165,5.27,0.61
04/02/2025 18:42,10.975,9.945,0.77,0.455
04/02/2025 18:43,11.235,9.895,0.75,0.58
04/02/2025 18:44,11.31,9.955,2.805,2.685
04/02/2025 18:45,12.525,10.745,0.49,0.57
04/02/2025 18:46,11.33,10.345,0.68,0.45
04/02/2025 18:47,12.985,10.145,0.6,0.435
04/02/2025 18:48,14.3,9.265,0.715,0.515
04/02/2025 18:49,12.68,9.89,0.485,0.48
04/02/2025 18:50,11.945,9.9,0.485,0.475
04/02/2025 18:51,10.15,8.975,0.535,0.545
04/02/2025 18:52,10.875,9.385,0.595,0.445
04/02/2025 18:53,10.86,9.17,0.69,0.53
04/02/2025 18:54,13.62,10.41,0.475,0.48
04/02/2025 18:55,11.19,9.295,0.465,7.575
04/02/2025 18:56,10.305,9.405,8.08,0.825
04/02/2025 18:57,10.89,9.73,0.71,2.8
04/02/2025 18:58,11.455,9.515,0.78,1.38
04/02/2025 18:59,11.48,10.09,0.575,0.51
04/02/2025 19:00,11.385,9.185,0.48,0.47
04/02/2025 19:01,13.415,9.985,0.66,0.505
04/02/2025 19:02,13.535,12.175,0.595,0.44
04/02/2025 19:03,16.755,12.54,0.61,0.63
04/02/2025 19:04,14.425,13.535,0.48,0.475
04/02/2025 19:05,15.02,14.29,0.99,0.48
04/02/2025 19:06,13.315,10.025,0.715,0.705
04/02/2025 19:07,13.705,9.71,0.64,0.59
04/02/2025 19:08,15.0,9.45,1.29,0.67
04/02/2025 19:09,9.965,9.97,0.63,0.48
04/02/2025 19:10,10.52,8.995,0.49,6.59
04/02/2025 19:11,11.825,9.41,5.185,0.6
04/02/2025 19:12,11.17,9.75,0.705,0.445
04/02/2025 19:13,11.155,9.595,1.035,0.505
04/02/2025 19:14,10.785,9.945,0.61,0.59
04/02/2025 19:15,10.855,9.52,1.025,0.56
04/02/2025 19:16,11.695,9.005,3.235,0.46
04/02/2025 19:17,16.26,10.07,1.085,0.44
04/02/2025 19:18,17.885,9.285,0.595,0.66
04/02/2025 19:19,12.215,9.315,0.47,1.275
04/02/2025 19:20,13.48,10.205,3.02,0.465
04/02/2025 19:21,13.03,9.54,4.035,0.54
04/02/2025 19:22,13.92,9.445,3.185,0.52
04/02/2025 19:23,,9.6,0.58,0.6
04/02/2025 19:24,12.22,8.85,0.455,0.49
04/02/2025 19:25,12.73,9.485,0.44,7.565
04/02/2025 19:26,19.31,10.825,9.135,0.57
04/02/2025 19:27,19.875,9.455,0.7,0.52
04/02/2025 19:28,15.015,9.385,0.83,0.54
04/02/2025 19:29,14.75,10.02,0.47,0.895
04/02/2025 19:30,17.375,9.97,0.455,0.65
04/02/2025 19:31,18.045,9.85,0.71,0.625
04/02/2025 19:32,17.39,9.37,0.585,0.44
04/02/2025 19:33,13.455,9.015,0.83,0.525
04/02/2025 19:34,13.96,9.92,0.505,0.485
04/02/2025 19:35,16.69,10.34,0.46,0.5
04/02/2025 19:36,16.715,9.775,0.655,0.51
04/02/2025 19:37,14.85,10.055,0.61,0.445
04/02/2025 19:38,14.425,10.23,0.685,0.53
04/02/2025 19:39,13.62,10.115,0.635,0.485
04/02/2025 19:40,13.875,10.005,0.455,5.07
04/02/2025 19:41,16.415,9.525,6.585,0.64
04/02/2025 19:42,15.845,8.77,0.76,0.49
04/02/2025 19:43,16.42,9.365,0.805,0.71
04/02/2025 19:44,12.75,10.49,2.74,0.595
04/02/2025 19:45,10.5,9.58,0.83,2.765
04/02/2025 19:46,10.81,8.845,0.555,0.56
04/02/2025 19:47,12.24,9.665,0.6,4.49
04/02/2025 19:48,9.91,9.805,1.155,0.665
04/02/2025 19:49,10.005,9.535,1.99,0.52
04/02/2025 19:50,13.105,9.91,1.54,0.485
04/02/2025 19:51,9.945,8.95,1.27,0.555
04/02/2025 19:52,10.51,9.655,0.595,0.46
04/02/2025 19:53,10.815,10.255,0.705,0.52
04/02/2025 19:54,10.145,9.505,0.49,1.845
04/02/2025 19:55,10.37,9.56,0.46,7.54
04/02/2025 19:56,11.54,10.41,7.725,0.54
04/02/2025 19:57,15.39,10.535,1.32,0.525
04/02/2025 19:58,11.41,10.315,0.68,1.8
04/02/2025 19:59,12.875,10.175,0.48,2.615
04/02/2025 20:00,11.315,10.33,0.46,0.62
04/02/2025 20:01,12.405,10.62,0.66,0.715
04/02/2025 20:02,14.77,14.13,0.595,0.44
04/02/2025 20:03,17.475,13.555,0.545,0.805
04/02/2025 20:04,15.59,14.135,0.58,0.805
04/02/2025 20:05,15.565,12.41,0.47,0.47
04/02/2025 20:06,13.935,10.885,0.61,0.54
04/02/2025 20:07,15.51,10.325,0.75,0.45
04/02/2025 20:08,14.575,9.715,0.715,0.525
04/02/2025 20:09,10.995,10.095,0.465,0.47
04/02/2025 20:10,11.45,9.36,0.465,5.03
04/02/2025 20:11,11.315,9.655,5.245,0.535
04/02/2025 20:12,12.395,10.225,0.715,0.445
04/02/2025 20:13,13.845,9.585,0.88,0.52
04/02/2025 20:14,14.36,9.385,0.48,0.47
04/02/2025 20:15,14.105,10.425,0.475,1.14
04/02/2025 20:16,13.385,9.88,0.49,0.54
04/02/2025 20:17,12.77,9.905,1.32,0.46
04/02/2025 20:18,11.08,9.68,3.4,0.52
04/02/2025 20:19,12.23,9.82,0.84,0.485
04/02/2025 20:20,13.855,11.315,0.475,0.46
04/02/2025 20:21,13.685,10.55,0.59,0.51
04/02/2025 20:22,15.63,9.775,0.605,0.51
04/02/2025 20:23,14.95,11.39,0.575,0.58
04/02/2025 20:24,12.725,11.83,0.465,0.475
04/02/2025 20:25,13.105,9.955,0.45,9.015
04/02/2025 20:26,12.565,9.9,7.775,0.61
04/02/2025 20:27,13.185,9.68,0.695,0.49
04/02/2025 20:28,12.245,9.665,0.86,0.53
04/02/2025 20:29,13.19,10.56,0.48,0.47
04/02/2025 20:30,12.795,9.35,0.47,0.48
04/02/2025 20:31,13.56,9.29,0.665,0.425
04/02/2025 20:32,11.28,10.19,0.595,0.435
04/02/2025 20:33,12.005,10.93,0.585,0.6
04/02/2025 20:34,,10.57,0.51,0.48
04/02/2025 20:35,12.185,10.57,0.47,0.485
04/02/2025 20:36,12.81,10.23,0.54,0.545
04/02/2025 20:37,15.935,10.275,0.575,0.43
04/02/2025 20:38,13.575,11.135,0.58,0.565
04/02/2025 20:39,15.77,10.05,0.545,0.65
04/02/2025 20:40,12.725,10.21,0.53,5.095
04/02/2025 20:41,11.745,10.11,6.735,0.58
04/02/2025 20:42,11.535,10.465,0.88,0.605
04/02/2025 20:43,12.44,10.37,1.1,0.475
04/02/2025 20:44,13.395,10.64,4.49,0.535
04/02/2025 20:45,12.54,9.55,0.51,2.775
04/02/2025 20:46,13.465,9.965,0.68,0.45
04/02/2025 20:47,16.19,11.25,0.59,0.445
04/02/2025 20:48,10.855,9.94,0.575,0.57
04/02/2025 20:49,11.305,10.42,0.48,0.475
04/02/2025 20:50,12.25,10.64,0.46,0.475
04/02/2025 20:51,14.14,10.375,0.46,0.555
04/02/2025 20:52,16.58,11.315,0.595,0.43
04/02/2025 20:53,14.415,10.52,0.83,0.475
04/02/2025 20:54,12.035,10.05,0.48,0.48
04/02/2025 20:55,11.075,10.98,0.465,8.265
04/02/2025 20:56,13.68,10.47,7.79,0.615
04/02/2025 20:57,12.97,10.695,0.695,0.495
04/02/2025 20:58,14.4,10.8,0.88,0.475
04/02/2025 20:59,13.3,10.52,0.475,0.73
04/02/2025 21:00,13.94,11.52,0.47,2.765
04/02/2025 21:01,14.94,11.435,0.725,1.345
04/02/2025 21:02,17.575,13.93,0.605,0.44
04/02/2025 21:03,13.23,12.555,0.85,0.52
04/02/2025 21:04,15.65,13.75,0.475,0.475
04/02/2025 21:05,16.27333333,14.6,0.475,0.48
04/02/2025 21:06,15.435,11.99,0.72,0.53
04/02/2025 21:07,14.33,10.5,0.595,0.81
04/02/2025 21:08,13.93,10.205,0.7,0.52
04/02/2025 21:09,11.62,10.885,0.465,0.47
04/02/2025 21:10,11.89,10.525,0.46,5.08
04/02/2025 21:11,13.065,9.82,5.22,0.59
04/02/2025 21:12,10.79,9.85,0.745,0.45
04/02/2025 21:13,10.67,10.685,0.88,0.5
04/02/2025 21:14,14.38,10.84,0.495,0.46
04/02/2025 21:15,12.12,10.225,0.465,0.58
04/02/2025 21:16,11.595,9.63,0.67,0.545
04/02/2025 21:17,13.31,10.625,0.59,0.435
04/02/2025 21:18,16.34,11.22,0.82,0.49
04/02/2025 21:19,13.3,10.705,2.235,0.465
04/02/2025 21:20,10.845,10.38,2.235,0.475
04/02/2025 21:21,12.245,10.25,0.605,0.545
04/02/2025 21:22,11.965,10.495,0.59,0.515
04/02/2025 21:23,11.41,11.255,0.7,0.535
04/02/2025 21:24,11.295,11.09,0.47,0.43
04/02/2025 21:25,10.865,10.36,0.455,7.515
04/02/2025 21:26,12.12,10.42,7.65,0.555
04/02/2025 21:27,16.255,11.36,0.695,0.49
04/02/2025 21:28,12.135,10.97,0.725,0.58
04/02/2025 21:29,10.82,10.66,0.46,0.45
04/02/2025 21:30,10.865,10.235,0.475,0.52
04/02/2025 21:31,11.86,11.31,0.67,1.025
04/02/2025 21:32,11.73,11.21,0.59,0.47
04/02/2025 21:33,11.345,10.38,0.61,0.61
04/02/2025 21:34,10.55,9.895,0.52,0.435
04/02/2025 21:35,14.745,10.835,0.575,0.525
04/02/2025 21:36,18.39,10.655,0.595,0.505
04/02/2025 21:37,16.765,10.525,0.61,0.44
04/02/2025 21:38,15.165,10.16,0.7,0.51
04/02/2025 21:39,13.95,9.765,0.53,0.425
04/02/2025 21:40,11.61,10.245,0.46,6.65
04/02/2025 21:41,16.575,9.875,5.135,0.55
04/02/2025 21:42,12.955,9.58,1.29,0.565
04/02/2025 21:43,13.675,9.82,1.005,0.54
04/02/2025 21:44,12.84,9.82,2.685,0.43
04/02/2025 21:45,11.395,10.245,0.505,2.79
04/02/2025 21:46,11.85,9.525,0.475,0.51
04/02/2025 21:47,11.635,9.51,0.58,0.435
04/02/2025 21:48,10.075,9.16,0.58,0.575
04/02/2025 21:49,11.615,9.395,0.465,0.43
04/02/2025 21:50,10.32,10.19,0.5,0.52
04/02/2025 21:51,10.065,9.205,0.45,0.51
04/02/2025 21:52,11.68,9.59,0.7,0.435
04/02/2025 21:53,15.065,11.505,0.71,0.52
04/02/2025 21:54,14.655,10.25,0.62,0.43
04/02/2025 21:55,12.355,9.54,0.47,7.58
04/02/2025 21:56,11.935,10.28,9.01,0.605
04/02/2025 21:57,13.455,10.295,0.68,0.44
04/02/2025 21:58,11.665,11.235,0.775,
04/02/2025 21:59,13.03,11.34,0.465,0.475
04/02/2025 22:00,12.075,11.515,0.455,0.51
04/02/2025 22:01,12.12,11.08,0.61,1.25
04/02/2025 22:02,14.875,16.53,0.765,3.03
04/02/2025 22:03,14.49,13.33,0.705,1.0
04/02/2025 22:04,15.38,13.925,0.465,0.43
04/02/2025 22:05,13.75,12.335,0.46,0.52
04/02/2025 22:06,11.36,10.11,0.53,0.545
04/02/2025 22:07,11.59,9.73,0.58,0.435
04/02/2025 22:08,10.92,10.06,0.46,0.64
04/02/2025 22:09,11.18,9.665,0.46,0.43
04/02/2025 22:10,10.88,9.695,0.455,5.06
04/02/2025 22:11,10.87,10.095,5.04,0.59
04/02/2025 22:12,15.755,11.0,0.9,0.46
04/02/2025 22:13,13.38,10.225,0.89,0.54
04/02/2025 22:14,11.17,10.145,0.485,0.435
04/02/2025 22:15,9.66,9.375,0.465,1.605
04/02/2025 22:16,8.66,8.665,0.475,0.51
04/02/2025 22:17,10.06,9.495,0.58,0.695
04/02/2025 22:18,10.33,9.78,0.605,0.56
04/02/2025 22:19,12.29,9.205,0.47,0.455
04/02/2025 22:20,11.545,9.63,0.98,0.515
04/02/2025 22:21,11.23,8.715,3.1,0.49
04/02/2025 22:22,11.575,10.06,1.45,0.525
04/02/2025 22:23,11.9,9.925,0.83,0.48
04/02/2025 22:24,11.12,9.355,0.47,0.43
04/02/2025 22:25,10.03,9.485,0.475,7.625
04/02/2025 22:26,9.56,9.835,7.55,0.58
04/02/2025 22:27,10.25,9.425,0.695,0.52
04/02/2025 22:28,9.665,9.175,0.71,0.585
04/02/2025 22:29,9.63,9.34,0.475,0.435
04/02/2025 22:30,14.195,9.935,0.475,0.525
04/02/2025 22:31,14.025,10.125,0.47,0.44
04/02/2025 22:32,13.125,9.55,0.595,0.485
04/02/2025 22:33,11.835,9.025,0.6,0.62
04/02/2025 22:34,13.645,9.815,0.505,0.435
04/02/2025 22:35,10.51,10.245,0.46,0.53
04/02/2025 22:36,9.405,8.67,0.475,0.495
04/02/2025 22:37,10.005,8.955,0.695,0.445
04/02/2025 22:38,9.4,8.765,0.47,0.67
04/02/2025 22:39,9.225,9.225,0.54,0.44
04/02/2025 22:40,9.605,9.475,0.455,5.12
04/02/2025 22:41,10.585,9.19,5.025,0.59
04/02/2025 22:42,15.105,9.56,0.765,0.5
04/02/2025 22:43,11.955,9.935,0.545,0.63
04/02/2025 22:44,11.605,10.58,2.7,0.43
04/02/2025 22:45,11.06,9.215,0.505,2.745
04/02/2025 22:46,11.22,9.6,0.47,0.48
04/02/2025 22:47,14.79,14.975,0.695,0.45
04/02/2025 22:48,13.29,12.215,0.785,0.51
04/02/2025 22:49,12.415,12.315,0.465,0.445
04/02/2025 22:50,12.205,9.08,0.46,0.52
04/02/2025 22:51,13.385,9.15,0.455,0.5
04/02/2025 22:52,15.09,9.96,0.59,0.495
04/02/2025 22:53,12.675,11.135,0.77,0.635
04/02/2025 22:54,10.66,10.745,0.48,0.445
04/02/2025 22:55,11.125,10.81,0.47,9.06
04/02/2025 22:56,10.255,9.955,7.62,0.585
04/02/2025 22:57,11.37,10.41,0.69,0.5
04/02/2025 22:58,13.3,10.99,0.575,0.6
04/02/2025 22:59,10.615,10.44,0.65,0.45
04/02/2025 23:00,10.37,9.61,0.46,0.515
04/02/2025 23:01,13.345,10.42,0.85,0.49
04/02/2025 23:02,15.91,15.195,0.72,0.625
04/02/2025 23:03,17.48,14.365,0.615,7.44
04/02/2025 23:04,13.075,13.235,0.645,2.115
04/02/2025 23:05,12.9,13.6,0.47,0.7
04/02/2025 23:06,18.02,14.625,13.79,0.705
04/02/2025 23:07,13.865,12.81,26.745,0.705
04/02/2025 23:08,12.105,12.715,1.065,1.23
04/02/2025 23:09,13.385,14.565,1.07,0.68
04/02/2025 23:10,16.04,16.66,0.725,5.33
04/02/2025 23:11,15.47,14.51,9.23,0.7
04/02/2025 23:12,16.92,13.525,1.17,0.645
04/02/2025 23:13,14.88,10.455,1.285,0.75
04/02/2025 23:14,11.51,12.245,0.69,0.44
04/02/2025 23:15,13.66,13.34,0.645,0.665
04/02/2025 23:16,12.32,11.11,0.725,0.44
04/02/2025 23:17,13.21,11.69,0.895,0.49
04/02/2025 23:18,13.895,11.26,0.62,0.745
04/02/2025 23:19,14.105,12.46,0.565,0.435
04/02/2025 23:20,17.415,17.2,0.485,0.52
04/02/2025 23:21,17.555,16.65,0.64,0.525
04/02/2025 23:22,21.34,18.06,2.325,0.59
04/02/2025 23:23,20.525,19.045,3.775,0.555
04/02/2025 23:24,16.37,17.16,1.945,7.4
04/02/2025 23:25,16.74,18.575,0.495,42.295
04/02/2025 23:26,16.545,15.28,10.31,0.705
04/02/2025 23:27,18.35,15.86,1.49,0.64
04/02/2025 23:28,18.065,19.9,0.67,0.525
04/02/2025 23:29,20.32,21.445,0.695,0.71
04/02/2025 23:30,18.715,20.735,0.995,0.61
04/02/2025 23:31,24.915,19.985,0.935,0.495
04/02/2025 23:32,42.875,25.35,0.605,0.595
04/02/2025 23:33,26.785,27.165,0.865,0.815
04/02/2025 23:34,22.805,21.82,0.875,0.67
04/02/2025 23:35,18.305,18.36,0.68,14.81
04/02/2025 23:36,20.755,23.08,4.09,9.36
04/02/2025 23:37,27.06,24.71,1.07,0.665
04/02/2025 23:38,23.025,25.39,0.9,0.705
04/02/2025 23:39,23.29,27.73,1.245,0.785
04/02/2025 23:40,25.79,20.375,0.745,9.345
04/02/2025 23:41,19.165,21.895,5.58,0.78
04/02/2025 23:42,22.54,23.235,1.13,0.685
04/02/2025 23:43,22.255,24.375,0.965,0.715
04/02/2025 23:44,25.045,22.5,3.915,0.73
04/02/2025 23:45,20.18,16.205,1.155,3.095
04/02/2025 23:46,17.565,17.04,1.105,0.785
04/02/2025 23:47,20.27,16.4,1.115,0.54
04/02/2025 23:48,15.1,16.37,0.99,0.73
04/02/2025 23:49,17.915,16.72,1.185,0.565
04/02/2025 23:50,22.59,22.82,1.275,0.665
04/02/2025 23:51,27.07,24.8,1.57,0.66
04/02/2025 23:52,19.725,21.43,1.395,0.48
04/02/2025 23:53,22.85,26.415,1.845,0.57
04/02/2025 23:54,23.35,25.29,1.35,0.655
04/02/2025 23:55,,22.99,0.99,7.96
04/02/2025 23:56,26.7225,23.495,8.555,0.835
04/02/2025 23:57,27.87,21.375,1.405,0.44
04/02/2025 23:58,21.015,19.25,1.45,0.765
04/02/2025 23:59,23.87,20.53,1.195,0.665
05/02/2025 00:00,28.375,23.25,0.945,0.62
05/02/2025 00:01,20.36,21.875,1.975,0.43
05/02/2025 00:02,31.465,32.655,1.405,0.56
05/02/2025 00:03,31.665,30.435,1.52,0.955
05/02/2025 00:04,32.725,27.55,1.09,1.575
05/02/2025 00:05,30.44,29.45,0.635,3.435
05/02/2025 00:06,26.26,20.905,1.16,0.825
05/02/2025 00:07,28.3,24.195,1.015,0.64
05/02/2025 00:08,,19.55,0.885,0.865
05/02/2025 00:09,22.635,21.075,1.155,0.49
05/02/2025 00:10,28.035,30.035,1.08,5.315
05/02/2025 00:11,28.645,29.59,5.56,0.645
05/02/2025 00:12,21.855,16.11,1.06,0.625
05/02/2025 00:13,21.955,17.1,1.72,0.82
05/02/2025 00:14,25.5,22.41,1.19,0.61
05/02/2025 00:15,16.76,17.52,0.75,0.905
05/02/2025 00:16,16.155,14.39,1.015,0.625
05/02/2025 00:17,25.425,19.415,1.155,0.66
05/02/2025 00:18,20.69,18.9,1.02,0.605
05/02/2025 00:19,22.075,21.82,0.88,2.075
05/02/2025 00:20,22.21,19.855,0.78,0.785
05/02/2025 00:21,19.995,17.455,1.17,0.615
05/02/2025 00:22,19.7,19.72,1.61,1.095
05/02/2025 00:23,19.435,18.065,1.035,0.47
05/02/2025 00:24,17.66,19.18,1.45,0.82
05/02/2025 00:25,19.96,20.285,3.88,7.71
05/02/2025 00:26,21.545,21.48,10.105,0.735
05/02/2025 00:27,22.725,18.83,1.545,0.6
05/02/2025 00:28,20.375,18.975,1.225,0.69
05/02/2025 00:29,21.615,22.075,0.885,0.745
05/02/2025 00:30,22.31,23.59,0.53,0.57
05/02/2025 00:31,29.88,25.9,0.745,0.62
05/02/2025 00:32,24.33,27.08,1.205,0.53
05/02/2025 00:33,25.215,25.52,1.175,0.855
05/02/2025 00:34,24.025,20.215,0.995,0.84
05/02/2025 00:35,24.985,23.825,0.91,0.71
05/02/2025 00:36,22.245,22.98,1.37,0.8
05/02/2025 00:37,24.935,23.655,1.34,0.64
05/02/2025 00:38,25.13,23.19,0.82,0.65
05/02/2025 00:39,21.925,21.925,1.075,0.74
05/02/2025 00:40,28.675,28.45,1.025,5.245
05/02/2025 00:41,24.01,25.03,6.16,0.965
05/02/2025 00:42,24.07,25.185,1.66,0.62
05/02/2025 00:43,27.595,21.805,0.92,0.55
05/02/2025 00:44,22.29,29.895,1.43,0.92
05/02/2025 00:45,25.35,26.875,2.77,3.305
05/02/2025 00:46,20.345,20.785,1.54,0.51
05/02/2025 00:47,29.54,25.81,1.51,0.675
05/02/2025 00:48,36.605,29.72,0.93,0.56
05/02/2025 00:49,30.84,30.17,1.465,0.78
05/02/2025 00:50,32.795,31.38,1.41,0.655
05/02/2025 00:51,36.765,25.435,1.465,0.65
05/02/2025 00:52,35.775,23.295,1.365,0.755
05/02/2025 00:53,27.15,24.545,1.175,0.61
05/02/2025 00:54,29.725,23.975,1.7,0.73
05/02/2025 00:55,31.145,24.83,1.66,9.385
05/02/2025 00:56,27.265,25.16,8.445,0.655
05/02/2025 00:57,25.88,19.0,1.16,0.7
05/02/2025 00:58,22.95,17.935,1.325,0.62
05/02/2025 00:59,23.195,20.69,0.745,0.85
05/02/2025 01:00,19.5,18.05,1.28,0.79
05/02/2025 01:01,22.695,24.385,1.73,0.575
05/02/2025 01:02,28.835,27.57,1.86,0.705
05/02/2025 01:03,32.11,23.825,1.405,0.67
05/02/2025 01:04,32.765,26.35,1.955,0.855
05/02/2025 01:05,30.005,26.09,1.175,0.695
05/02/2025 01:06,23.725,26.885,1.565,2.91
05/02/2025 01:07,27.78,21.57,1.81,1.83
05/02/2025 01:08,23.275,23.52,1.895,0.705
05/02/2025 01:09,22.625,19.095,1.25,0.73
05/02/2025 01:10,33.525,25.47,0.92,5.65
05/02/2025 01:11,24.625,20.88,6.035,0.835
05/02/2025 01:12,24.53,21.925,1.525,0.71
05/02/2025 01:13,26.42,21.425,1.45,0.745
05/02/2025 01:14,23.825,18.46,1.065,0.645
05/02/2025 01:15,20.42,22.385,1.525,0.915
05/02/2025 01:16,16.49,13.755,1.285,0.785
05/02/2025 01:17,20.83,13.715,1.83,0.64
05/02/2025 01:18,26.26,13.53,1.345,0.59
05/02/2025 01:19,23.42,16.11,2.245,0.755
05/02/2025 01:20,19.26,15.83,1.85,0.76
05/02/2025 01:21,19.03,12.83,1.07,0.615
05/02/2025 01:22,23.72,16.525,1.18,0.8
05/02/2025 01:23,25.175,13.545,1.195,0.59
05/02/2025 01:24,18.67,12.325,1.485,0.735
05/02/2025 01:25,14.305,13.145,1.325,7.845
05/02/2025 01:26,14.9,12.405,9.615,0.545
05/02/2025 01:27,18.825,11.995,3.445,0.55
05/02/2025 01:28,25.14,16.075,1.635,0.65
05/02/2025 01:29,20.585,20.435,1.275,0.725
05/02/2025 01:30,20.775,19.89,0.645,0.71
05/02/2025 01:31,26.06,19.1,1.06,0.74
05/02/2025 01:32,21.41,19.06,1.175,0.53
05/02/2025 01:33,21.235,21.715,1.215,0.715
05/02/2025 01:34,22.44,19.145,1.97,0.73
05/02/2025 01:35,18.825,16.725,1.05,0.86
05/02/2025 01:36,22.37,16.855,1.05,0.655
